"_time",trackerid,battery
"2016-11-11T13:59:41.000-0800","8a:3f:fb:5c:21:b8",92
"2016-11-11T13:59:41.000-0800","c8:0f:10:76:d7:48",57
"2016-11-11T13:59:41.000-0800","2d:a7:e0:b3:7d:60",84
"2016-11-11T13:59:41.000-0800","e4:66:be:74:2a:a2",55
"2016-11-11T13:59:40.000-0800","47:b8:56:00:79:ca",58
"2016-11-11T13:59:40.000-0800","90:01:b6:d3:bf:71",72
"2016-11-11T13:59:40.000-0800","b2:4a:b6:3f:db:ba",90
"2016-11-11T13:59:40.000-0800","e5:ed:1f:16:97:97",88
"2016-11-11T13:59:40.000-0800","e3:d0:37:1c:5f:5e",46
"2016-11-11T13:59:39.000-0800","54:85:b4:6c:88:74",72
"2016-11-11T13:59:39.000-0800","97:64:ef:3b:37:21",68
"2016-11-11T13:59:39.000-0800","40:3a:ff:6b:78:10",63
"2016-11-11T13:59:39.000-0800","54:83:b7:52:8b:c1",85
"2016-11-11T13:59:39.000-0800","8f:3d:d7:7f:0e:d2",60
"2016-11-11T13:59:38.000-0800","91:cc:ee:b1:64:91",55
"2016-11-11T13:59:38.000-0800","45:97:ad:0d:ec:80",53
"2016-11-11T13:59:38.000-0800","2d:a7:e0:b3:7d:60",49
"2016-11-11T13:59:38.000-0800","77:01:51:ec:88:0c",68
"2016-11-11T13:59:38.000-0800","89:7c:d4:bc:76:ce",78
"2016-11-11T13:59:37.000-0800","cb:bd:11:8b:6f:21",86
"2016-11-11T13:59:37.000-0800","6d:e6:76:31:87:23",46
"2016-11-11T13:59:37.000-0800","3a:6a:ef:61:14:2e",67
"2016-11-11T13:59:37.000-0800","85:f2:3d:16:96:c8",59
"2016-11-11T13:59:37.000-0800","e2:e5:b2:d8:8f:23",85
"2016-11-11T13:59:36.000-0800","2b:e7:d4:a7:7b:a1",81
"2016-11-11T13:59:36.000-0800","b3:d4:1d:37:d4:7b",85
"2016-11-11T13:59:36.000-0800","bf:b0:f0:c2:3b:ad",69
"2016-11-11T13:59:36.000-0800","32:d5:63:93:ce:86",53
"2016-11-11T13:59:36.000-0800","80:37:b3:a7:2e:58",70
"2016-11-11T13:59:35.000-0800","6c:55:de:2f:78:1e",66
"2016-11-11T13:59:35.000-0800","5c:53:a1:3f:e7:92",82
"2016-11-11T13:59:35.000-0800","44:0c:74:67:a1:b4",49
"2016-11-11T13:59:35.000-0800","7d:4d:44:2d:62:c0",72
"2016-11-11T13:59:35.000-0800","16:72:a9:42:e4:e1",82
"2016-11-11T13:59:34.000-0800","08:e8:83:4c:11:7f",61
"2016-11-11T13:59:34.000-0800","8e:7a:43:e8:1f:da",96
"2016-11-11T13:59:34.000-0800","fc:b3:fa:55:1b:6d",62
"2016-11-11T13:59:34.000-0800","a9:79:14:1e:b2:20",58
"2016-11-11T13:59:34.000-0800","20:aa:81:be:36:37",86
"2016-11-11T13:59:33.000-0800","d1:ab:da:bb:81:e5",79
"2016-11-11T13:59:33.000-0800","8d:2d:25:16:4e:41",87
"2016-11-11T13:59:33.000-0800","c9:25:d9:87:5a:b3",53
"2016-11-11T13:59:33.000-0800","39:09:2d:68:e6:bd",63
"2016-11-11T13:59:33.000-0800","43:21:88:75:be:ca",79
"2016-11-11T13:59:32.000-0800","03:6c:62:78:db:07",85
"2016-11-11T13:59:32.000-0800","b4:67:2f:38:f3:5e",56
"2016-11-11T13:59:32.000-0800","46:52:95:0c:87:b7",78
"2016-11-11T13:59:32.000-0800","01:a9:1a:8a:d6:de",50
"2016-11-11T13:59:32.000-0800","52:91:cb:6a:08:3f",96
"2016-11-11T13:59:31.000-0800","59:e1:7b:ae:f0:91",77
"2016-11-11T13:59:31.000-0800","42:08:ed:2d:a2:d4",62
"2016-11-11T13:59:31.000-0800","3d:01:97:68:ce:4f",80
"2016-11-11T13:59:31.000-0800","3d:01:97:68:ce:4f",55
"2016-11-11T13:59:31.000-0800","19:28:9d:db:88:97",60
"2016-11-11T13:59:30.000-0800","54:85:b4:6c:88:74",67
"2016-11-11T13:59:30.000-0800","82:65:87:09:a9:27",79
"2016-11-11T13:59:30.000-0800","ac:f8:08:ad:98:13",44
"2016-11-11T13:59:30.000-0800","cb:bd:11:8b:6f:21",57
"2016-11-11T13:59:30.000-0800","b8:4d:d8:4a:bd:74",49
"2016-11-11T13:59:29.000-0800","e9:ec:d1:68:77:aa",75
"2016-11-11T13:59:29.000-0800","10:9e:33:8d:fa:92",65
"2016-11-11T13:59:29.000-0800","2e:1d:b7:42:93:e1",58
"2016-11-11T13:59:29.000-0800","6e:35:a0:e8:ea:b6",65
"2016-11-11T13:59:29.000-0800","2e:e7:14:86:ce:52",58
"2016-11-11T13:59:28.000-0800","1d:90:55:72:f5:1e",64
"2016-11-11T13:59:28.000-0800","b4:4f:6b:2f:99:be",80
"2016-11-11T13:59:28.000-0800","06:3c:9a:61:e5:b4",72
"2016-11-11T13:59:28.000-0800","b7:12:d7:1b:17:63",47
"2016-11-11T13:59:28.000-0800","99:e8:03:33:f6:35",84
"2016-11-11T13:59:27.000-0800","8d:f6:e4:18:b4:53",68
"2016-11-11T13:59:27.000-0800","5c:7b:bb:cf:b1:54",52
"2016-11-11T13:59:27.000-0800","5c:5c:ac:cb:25:04",71
"2016-11-11T13:59:27.000-0800","45:06:a3:2c:0f:09",48
"2016-11-11T13:59:27.000-0800","da:0c:19:5c:7c:86",86
"2016-11-11T13:59:26.000-0800","1e:3b:05:6f:7e:7c",97
"2016-11-11T13:59:26.000-0800","ff:60:23:a7:75:4c",94
"2016-11-11T13:59:26.000-0800","71:cb:da:1b:3e:2a",64
"2016-11-11T13:59:26.000-0800","ed:84:78:e8:b9:ce",59
"2016-11-11T13:59:26.000-0800","59:e1:7b:ae:f0:91",57
"2016-11-11T13:59:25.000-0800","2c:5a:76:a1:24:17",77
"2016-11-11T13:59:25.000-0800","32:5c:94:0a:14:5a",69
"2016-11-11T13:59:25.000-0800","76:1b:2a:97:0b:00",61
"2016-11-11T13:59:25.000-0800","71:2a:60:fb:0b:72",72
"2016-11-11T13:59:25.000-0800","e6:43:39:e0:19:b8",80
"2016-11-11T13:59:24.000-0800","48:0b:1b:ca:a3:3e",44
"2016-11-11T13:59:24.000-0800","01:a9:1a:8a:d6:de",94
"2016-11-11T13:59:24.000-0800","f1:10:f3:7b:a7:c0",91
"2016-11-11T13:59:24.000-0800","4f:44:44:c9:4d:0a",75
"2016-11-11T13:59:24.000-0800","bf:ab:6e:48:46:9c",67
"2016-11-11T13:59:23.000-0800","01:87:8e:09:10:bb",64
"2016-11-11T13:59:23.000-0800","ba:41:a1:5f:78:c1",53
"2016-11-11T13:59:23.000-0800","e4:a2:cd:be:05:1d",68
"2016-11-11T13:59:23.000-0800","04:91:c7:41:40:ec",84
"2016-11-11T13:59:23.000-0800","e0:cf:e2:62:37:72",58
"2016-11-11T13:59:22.000-0800","13:09:cc:66:e5:e8",66
"2016-11-11T13:59:22.000-0800","72:87:aa:bc:1b:bf",97
"2016-11-11T13:59:22.000-0800","79:fa:26:b6:36:a6",94
"2016-11-11T13:59:22.000-0800","04:ed:6d:c5:aa:8d",69
"2016-11-11T13:59:22.000-0800","69:0e:90:0c:e1:57",51
"2016-11-11T13:59:21.000-0800","de:35:34:af:fd:89",100
"2016-11-11T13:59:21.000-0800","68:c2:5a:71:44:9a",72
"2016-11-11T13:59:21.000-0800","4c:39:eb:8c:18:5f",57
"2016-11-11T13:59:21.000-0800","af:d4:c7:1f:43:bb",67
"2016-11-11T13:59:21.000-0800","2f:59:d0:50:58:90",97
"2016-11-11T13:59:20.000-0800","eb:88:87:b8:19:04",47
"2016-11-11T13:59:20.000-0800","bb:67:88:aa:af:1b",89
"2016-11-11T13:59:20.000-0800","8e:00:68:eb:45:3c",63
"2016-11-11T13:59:20.000-0800","f1:aa:00:9f:e2:cf",99
"2016-11-11T13:59:20.000-0800","33:2c:ea:3a:9e:74",95
"2016-11-11T13:59:19.000-0800","3e:96:fe:af:08:c9",47
"2016-11-11T13:59:19.000-0800","69:70:81:60:6a:38",83
"2016-11-11T13:59:19.000-0800","d4:af:b9:98:44:8b",85
"2016-11-11T13:59:19.000-0800","d8:d3:11:cd:d0:3a",76
"2016-11-11T13:59:19.000-0800","da:4e:49:b1:1c:4c",98
"2016-11-11T13:59:18.000-0800","b5:9c:c1:ef:cc:b8",48
"2016-11-11T13:59:18.000-0800","36:26:56:09:45:73",54
"2016-11-11T13:59:18.000-0800","69:d5:cf:ca:bc:45",82
"2016-11-11T13:59:18.000-0800","c7:36:96:36:ac:6f",77
"2016-11-11T13:59:18.000-0800","a2:dc:34:84:81:39",71
"2016-11-11T13:59:17.000-0800","d2:ae:6d:01:7a:4c",68
"2016-11-11T13:59:17.000-0800","06:b9:5d:df:22:6f",63
"2016-11-11T13:59:17.000-0800","3d:cd:b7:d7:51:01",92
"2016-11-11T13:59:17.000-0800","31:fa:94:f7:92:75",68
"2016-11-11T13:59:17.000-0800","30:4f:85:20:05:05",82
"2016-11-11T13:59:16.000-0800","4b:27:67:68:e8:6d",80
"2016-11-11T13:59:16.000-0800","c8:84:6a:f1:dc:4e",79
"2016-11-11T13:59:16.000-0800","54:4c:1b:2f:6e:b3",100
"2016-11-11T13:59:16.000-0800","d9:ad:e1:a7:2d:25",88
"2016-11-11T13:59:16.000-0800","3a:03:ab:2c:8b:d7",85
"2016-11-11T13:59:15.000-0800","3e:9f:74:35:b7:f8",83
"2016-11-11T13:59:15.000-0800","17:d3:f8:71:14:68",73
"2016-11-11T13:59:15.000-0800","cd:42:e3:8f:a5:61",89
"2016-11-11T13:59:15.000-0800","ee:84:1c:f6:cf:6d",63
"2016-11-11T13:59:15.000-0800","78:eb:82:1f:e8:88",96
"2016-11-11T13:59:14.000-0800","f8:1e:c4:eb:55:fe",49
"2016-11-11T13:59:14.000-0800","2a:28:48:7b:28:55",96
"2016-11-11T13:59:14.000-0800","7d:2b:ef:2c:94:e9",63
"2016-11-11T13:59:14.000-0800","db:80:56:da:36:6a",79
"2016-11-11T13:59:14.000-0800","46:62:91:c1:49:e7",60
"2016-11-11T13:59:13.000-0800","5e:4e:38:14:ef:26",76
"2016-11-11T13:59:13.000-0800","78:eb:82:1f:e8:88",96
"2016-11-11T13:59:13.000-0800","c8:0f:10:9d:2a:c1",93
"2016-11-11T13:59:13.000-0800","63:92:8f:6e:54:d4",88
"2016-11-11T13:59:13.000-0800","e2:93:1c:f1:54:f7",70
"2016-11-11T13:59:12.000-0800","a7:4c:8a:45:21:fb",83
"2016-11-11T13:59:12.000-0800","ef:ca:bd:20:5d:ba",62
"2016-11-11T13:59:12.000-0800","46:8a:ca:59:bf:25",79
"2016-11-11T13:59:12.000-0800","43:a8:f7:77:24:f1",85
"2016-11-11T13:59:12.000-0800","b9:09:e2:2d:c2:2a",87
"2016-11-11T13:59:11.000-0800","f1:ce:d2:67:97:27",67
"2016-11-11T13:59:11.000-0800","b4:4f:6b:2f:99:be",43
"2016-11-11T13:59:11.000-0800","20:f7:00:76:32:89",90
"2016-11-11T13:59:11.000-0800","2e:67:70:c2:60:75",46
"2016-11-11T13:59:11.000-0800","d1:da:ad:5e:c9:b9",83
"2016-11-11T13:59:10.000-0800","76:1b:2a:97:0b:00",61
"2016-11-11T13:59:10.000-0800","64:65:60:4d:25:c6",98
"2016-11-11T13:59:10.000-0800","3a:ec:d8:09:e2:e2",55
"2016-11-11T13:59:10.000-0800","7a:58:7a:56:5d:c7",91
"2016-11-11T13:59:10.000-0800","f4:f7:8f:31:a9:06",71
"2016-11-11T13:59:09.000-0800","d6:7c:d3:b5:56:c7",95
"2016-11-11T13:59:09.000-0800","7e:70:f4:96:c5:82",96
"2016-11-11T13:59:09.000-0800","06:50:b7:40:4d:a6",95
"2016-11-11T13:59:09.000-0800","f9:b3:bf:a3:1a:94",64
"2016-11-11T13:59:09.000-0800","da:92:ae:34:a3:3b",89
"2016-11-11T13:59:08.000-0800","e5:48:69:82:f4:2e",51
"2016-11-11T13:59:08.000-0800","03:cf:04:6f:9c:ee",65
"2016-11-11T13:59:08.000-0800","d6:45:f9:e0:af:cc",58
"2016-11-11T13:59:08.000-0800","36:23:5a:0c:de:b5",93
"2016-11-11T13:59:08.000-0800","9f:0b:ae:98:9c:92",66
"2016-11-11T13:59:07.000-0800","59:e1:7b:ae:f0:91",72
"2016-11-11T13:59:07.000-0800","6f:dd:ed:72:2d:ba",88
"2016-11-11T13:59:07.000-0800","3c:36:f0:5a:88:74",53
"2016-11-11T13:59:07.000-0800","fe:fb:bc:da:77:e3",66
"2016-11-11T13:59:07.000-0800","46:ce:6a:ee:7b:7e",76
"2016-11-11T13:59:06.000-0800","72:15:d6:d8:67:1c",56
"2016-11-11T13:59:06.000-0800","cf:a5:71:2f:59:3a",68
"2016-11-11T13:59:06.000-0800","2c:db:67:61:6a:b0",65
"2016-11-11T13:59:06.000-0800","04:ed:6d:c5:aa:8d",75
"2016-11-11T13:59:06.000-0800","a9:7b:c8:8c:19:fa",79
"2016-11-11T13:59:05.000-0800","8f:7c:a0:b3:9a:09",59
"2016-11-11T13:59:05.000-0800","b0:af:33:7d:db:e3",48
"2016-11-11T13:59:05.000-0800","98:e1:ec:5b:3a:74",62
"2016-11-11T13:59:05.000-0800","e8:c4:f8:32:24:a4",73
"2016-11-11T13:59:05.000-0800","f1:ce:d2:67:97:27",80
"2016-11-11T13:59:04.000-0800","52:ef:31:86:b0:4b",59
"2016-11-11T13:59:04.000-0800","a3:13:8a:ac:72:37",97
"2016-11-11T13:59:04.000-0800","3d:16:22:bf:58:c6",88
"2016-11-11T13:59:04.000-0800","f8:75:f4:e8:3d:80",47
"2016-11-11T13:59:04.000-0800","5f:f8:97:0c:48:8f",52
"2016-11-11T13:59:03.000-0800","f9:df:2c:bc:8d:dd",67
"2016-11-11T13:59:03.000-0800","db:28:f1:ec:be:96",62
"2016-11-11T13:59:03.000-0800","f0:3d:2b:6f:d3:2a",44
"2016-11-11T13:59:03.000-0800","c2:43:14:4c:4c:31",46
"2016-11-11T13:59:03.000-0800","b5:e5:02:32:b5:c0",52
"2016-11-11T13:59:02.000-0800","b4:67:2f:38:f3:5e",99
"2016-11-11T13:59:02.000-0800","45:97:ad:0d:ec:80",100
"2016-11-11T13:59:02.000-0800","85:75:2b:d0:b6:da",89
"2016-11-11T13:59:02.000-0800","46:ce:6a:ee:7b:7e",66
"2016-11-11T13:59:02.000-0800","c7:36:96:36:ac:6f",97
"2016-11-11T13:59:01.000-0800","d1:3e:98:83:5d:e9",93
"2016-11-11T13:59:01.000-0800","2c:5a:76:a1:24:17",97
"2016-11-11T13:59:01.000-0800","0d:ed:3e:c2:b5:9d",88
"2016-11-11T13:59:01.000-0800","69:d5:cf:ca:bc:45",94
"2016-11-11T13:59:01.000-0800","bf:97:68:9e:39:c4",86
"2016-11-11T13:59:00.000-0800","d6:7c:d3:b5:56:c7",68
"2016-11-11T13:59:00.000-0800","4e:b8:46:45:a2:22",47
"2016-11-11T13:59:00.000-0800","95:a8:b4:c7:f9:fa",54
"2016-11-11T13:59:00.000-0800","72:87:aa:bc:1b:bf",85
"2016-11-11T13:59:00.000-0800","b0:06:7c:c1:f1:4b",100
"2016-11-11T13:58:59.000-0800","20:e3:5c:ea:a3:9d",45
"2016-11-11T13:58:59.000-0800","df:f7:5c:4a:72:43",99
"2016-11-11T13:58:59.000-0800","cf:d0:8f:c7:0b:13",63
"2016-11-11T13:58:59.000-0800","59:e1:7b:ae:f0:91",77
"2016-11-11T13:58:59.000-0800","b0:06:7c:c1:f1:4b",98
"2016-11-11T13:58:58.000-0800","48:ec:4b:db:6a:05",98
"2016-11-11T13:58:58.000-0800","3d:cd:b7:d7:51:01",64
"2016-11-11T13:58:58.000-0800","42:66:84:ff:cb:83",45
"2016-11-11T13:58:58.000-0800","e0:9c:a8:55:5e:ff",66
"2016-11-11T13:58:58.000-0800","3e:d2:bf:f4:8f:75",100
"2016-11-11T13:58:57.000-0800","23:38:9b:33:29:d7",79
"2016-11-11T13:58:57.000-0800","60:e5:9a:b1:9b:ca",58
"2016-11-11T13:58:57.000-0800","38:2b:4e:4c:7e:c7",48
"2016-11-11T13:58:57.000-0800","09:49:3a:7a:a5:a8",66
"2016-11-11T13:58:57.000-0800","ac:52:e4:ae:88:34",69
"2016-11-11T13:58:56.000-0800","13:86:d2:66:ec:0e",85
"2016-11-11T13:58:56.000-0800","cb:64:ba:18:15:c5",67
"2016-11-11T13:58:56.000-0800","82:b9:15:61:b1:db",54
"2016-11-11T13:58:56.000-0800","f8:1e:c4:eb:55:fe",51
"2016-11-11T13:58:56.000-0800","20:e3:5c:ea:a3:9d",62
"2016-11-11T13:58:55.000-0800","99:71:ad:75:ee:9b",49
"2016-11-11T13:58:55.000-0800","28:9f:d7:32:1b:d1",84
"2016-11-11T13:58:55.000-0800","f4:f7:8f:31:a9:06",45
"2016-11-11T13:58:55.000-0800","c7:db:68:74:7d:7f",96
"2016-11-11T13:58:55.000-0800","7a:6f:25:b9:41:90",79
"2016-11-11T13:58:54.000-0800","8f:15:f2:53:5d:fd",82
"2016-11-11T13:58:54.000-0800","fa:10:59:c1:57:6c",66
"2016-11-11T13:58:54.000-0800","1e:26:15:51:49:4c",63
"2016-11-11T13:58:54.000-0800","d2:ae:6d:01:7a:4c",43
"2016-11-11T13:58:54.000-0800","9a:77:48:9a:6c:d2",64
"2016-11-11T13:58:53.000-0800","c8:b7:13:a2:8c:a9",66
"2016-11-11T13:58:53.000-0800","38:b4:9b:c4:81:75",54
"2016-11-11T13:58:53.000-0800","99:e8:03:33:f6:35",89
"2016-11-11T13:58:53.000-0800","55:08:2b:95:8c:ed",69
"2016-11-11T13:58:53.000-0800","50:d8:1f:27:47:61",73
"2016-11-11T13:58:52.000-0800","98:07:20:84:b3:94",76
"2016-11-11T13:58:52.000-0800","85:3a:11:f7:a6:11",100
"2016-11-11T13:58:52.000-0800","90:e7:73:93:ac:4d",99
"2016-11-11T13:58:52.000-0800","2a:d9:d4:78:ba:74",45
"2016-11-11T13:58:52.000-0800","0a:3f:f0:46:6e:52",64
"2016-11-11T13:58:51.000-0800","df:44:5b:6c:0d:72",98
"2016-11-11T13:58:51.000-0800","5c:5c:ac:cb:25:04",82
"2016-11-11T13:58:51.000-0800","05:27:7f:11:f1:be",63
"2016-11-11T13:58:51.000-0800","19:92:af:47:a4:ce",63
"2016-11-11T13:58:51.000-0800","8c:be:bc:25:84:3e",73
"2016-11-11T13:58:50.000-0800","95:63:7a:a6:ae:82",90
"2016-11-11T13:58:50.000-0800","43:98:68:b2:1b:c7",96
"2016-11-11T13:58:50.000-0800","b8:cb:76:d2:0f:3d",63
"2016-11-11T13:58:50.000-0800","35:36:e4:20:b2:49",91
"2016-11-11T13:58:50.000-0800","ee:b4:4e:3e:c7:9a",51
"2016-11-11T13:58:49.000-0800","4c:fc:9b:ee:4d:36",56
"2016-11-11T13:58:49.000-0800","e3:5b:7a:e0:bf:e0",95
"2016-11-11T13:58:49.000-0800","ee:84:1c:f6:cf:6d",52
"2016-11-11T13:58:49.000-0800","89:7c:d4:bc:76:ce",68
"2016-11-11T13:58:49.000-0800","c7:43:18:e9:fc:fe",98
"2016-11-11T13:58:48.000-0800","b5:9c:c1:ef:cc:b8",46
"2016-11-11T13:58:48.000-0800","9c:3e:e4:4b:d8:d4",87
"2016-11-11T13:58:48.000-0800","ff:1d:db:49:c8:70",48
"2016-11-11T13:58:48.000-0800","f4:ec:4f:fe:82:4f",75
"2016-11-11T13:58:48.000-0800","b0:30:43:85:ca:75",43
"2016-11-11T13:58:47.000-0800","b7:6d:39:c7:b4:e2",54
"2016-11-11T13:58:47.000-0800","bc:dc:53:85:18:7f",92
"2016-11-11T13:58:47.000-0800","7b:8e:99:c4:bf:ec",72
"2016-11-11T13:58:47.000-0800","2f:59:d0:50:58:90",84
"2016-11-11T13:58:47.000-0800","d8:13:10:ec:fa:92",64
"2016-11-11T13:58:46.000-0800","2a:51:3a:49:72:5d",85
"2016-11-11T13:58:46.000-0800","21:d8:26:08:50:5e",87
"2016-11-11T13:58:46.000-0800","8f:56:e7:cf:90:ca",87
"2016-11-11T13:58:46.000-0800","4c:fc:9b:ee:4d:36",72
"2016-11-11T13:58:46.000-0800","d9:d9:a2:8f:12:b4",46
"2016-11-11T13:58:45.000-0800","6e:04:7b:25:0a:d0",43
"2016-11-11T13:58:45.000-0800","2b:fd:88:cd:0d:e8",50
"2016-11-11T13:58:45.000-0800","ba:71:0b:8a:ad:02",45
"2016-11-11T13:58:45.000-0800","5f:cd:2d:1f:ca:97",94
"2016-11-11T13:58:45.000-0800","8e:00:68:eb:45:3c",66
"2016-11-11T13:58:44.000-0800","6e:04:7b:25:0a:d0",90
"2016-11-11T13:58:44.000-0800","19:5f:73:bb:67:d2",86
"2016-11-11T13:58:44.000-0800","3d:a6:f4:c4:c2:9a",75
"2016-11-11T13:58:44.000-0800","2c:a7:2f:22:bb:aa",90
"2016-11-11T13:58:44.000-0800","c7:41:cf:8b:e0:e7",71
"2016-11-11T13:58:43.000-0800","72:15:d6:d8:67:1c",74
